All genes,MGI essential,Autosomal dominant,Haploinsufficient,High pLI,High Shet,High Phi,High missense z,ClinVar,OMIM,GWAS nearest,TF,DrugBank,High EDS,Olfactory,eQTL0-deficient
2317,10203,,,10336,22808,,,5339,23236,5650,,,27250,,
2318,10215,,,10363,22818,,,5340,23261,5654,,,27250,,
2319,10220,,,10368,22828,,,5345,23295,5657,,,27253,,
2321,10229,,,10369,22834,,,5346,23314,5660,,,27289,,
2322,10243,,,10371,22839,,,5350,23321,5672,,,27296,,
2323,10252,,,10381,22841,,,5351,23322,5673,,,27303,,
2324,10253,,,10383,22843,,,5352,23345,5678,,,27319,,
2326,10266,,,10388,22848,,,5354,23363,5681,,,27324,,
2327,10269,,,10389,22849,,,5358,23384,5684,,,27329,,
2328,10273,,,10390,22862,,,5359,23385,5685,,,27345,,
2329,10277,,,10395,22864,,,5362,23389,5686,,,27347,,
2330,10290,,,10396,22866,,,5365,23396,5687,,,27436,,
2331,10291,,,10401,22870,,,5373,23400,5688,,,27443,,
2332,10293,,,10413,22878,,,5375,23405,5693,,,28232,,
2334,10295,,,10419,22880,,,5376,23414,5695,,,28316,,
2335,10296,,,10425,22884,,,5378,23418,5696,,,28514,,
2339,10298,,,10426,22890,,,5393,23424,5697,,,28951,,
2342,10312,,,10427,22907,,,5395,23426,5698,,,28958,,
2346,10318,,,10432,22919,,,5396,23431,5702,,,28964,,
2348,10320,,,10439,22929,,,5406,23435,5708,,,28981,,
2350,10365,,,10444,22931,,,5420,23438,5709,,,28996,,
2352,10370,,,10450,22932,,,5422,23474,5715,,,28999,,
2353,10371,,,10452,22936,,,5423,23479,5723,,,29109,,
2354,10381,,,10468,22938,,,5424,23495,5726,,,29119,,
2355,10384,,,10472,22948,,,5426,23503,5727,,,29127,,
2356,10409,,,10479,22976,,,5428,23522,5728,,,29765,,
2357,10413,,,10480,22982,,,5429,23529,5738,,,29766,,
2358,10419,,,10482,22983,,,5435,23530,5739,,,29851,,
2359,10427,,,10489,22985,,,5443,23545,5744,,,29940,,
2395,10454,,,10492,22992,,,5447,23554,5745,,,29942,,
2444,10460,,,10498,22997,,,5449,23556,5747,,,29949,,
2475,10468,,,10499,23001,,,5455,23562,5753,,,29969,,
2483,10472,,,10507,23002,,,5456,23590,5757,,,29970,,
2487,10498,,,10513,23008,,,5459,23592,5764,,,29974,,
2488,10499,,,10516,23013,,,5468,23594,5768,,,30009,,
2491,10512,,,10523,23019,,,5475,23598,5770,,,30010,,
2492,10521,,,10525,23020,,,5476,23600,5771,,,30061,,
2494,10522,,,10526,23030,,,5479,23607,5780,,,30811,,
2495,10524,,,10527,23034,,,5498,23636,5781,,,30812,,
2512,10525,,,10528,23036,,,5500,23639,5784,,,30845,,
2515,10533,,,10540,23038,,,5506,23676,5788,,,50508,,
2516,10539,,,10541,23039,,,5511,23746,5789,,,50515,,
2517,10541,,,10554,23040,,,5518,23765,5792,,,50604,,
2519,10544,,,10564,23043,,,5519,24140,5793,,,50618,,
2520,10555,,,10565,23047,,,5523,24148,5794,,,50619,,
2521,10558,,,10574,23049,,,5528,25782,5795,,,50801,,
2523,10559,,,10575,23057,,,5530,25793,5796,,,50855,,
2524,10564,,,10576,23060,,,5537,25814,5797,,,50863,,
2525,10568,,,10592,23070,,,5538,25821,5798,,,50937,,
2526,10585,,,10594,23072,,,5544,25836,5799,,,51008,,
2527,10586,,,10598,23077,,,5551,25839,5801,,,51043,,
2528,10587,,,10605,23082,,,5565,25886,5814,,,51062,,
2529,10589,,,10612,23089,,,5566,25914,5825,,,51063,,
2530,10614,,,10613,23090,,,5568,25915,5827,,,51090,,
2531,10617,,,10614,23091,,,5569,25939,5829,,,51106,,
2532,10620,,,10620,23095,,,5573,25974,5832,,,51148,,
2533,10625,,,10625,23097,,,5579,25978,5836,,,51161,,
2534,10630,,,10640,23099,,,5580,26040,5837,,,51176,,
2535,10631,,,10642,23109,,,5582,26046,5859,,,51181,,
2537,10636,,,10643,23112,,,5587,26047,5863,,,51195,,
2538,10637,,,10644,23118,,,5589,26058,5866,,,51196,,
2539,10641,,,10657,23119,,,5590,26090,5869,,,51199,,
2542,10642,,,10658,23126,,,5591,26119,5871,,,51200,,
2543,10653,,,10659,23129,,,5592,26121,5874,,,51225,,
2547,10655,,,10664,23132,,,5594,26123,5878,,,51232,,
2548,10657,,,10673,23133,,,5598,26154,5884,,,51232,,
2549,10658,,,10691,23135,,,5602,26160,5885,,,51255,,
2550,10660,,,10694,23149,,,5604,26227,5890,,,51268,,
2551,10661,,,10714,23151,,,5605,26229,5893,,,51279,,
2553,10664,,,10716,23152,,,5611,26249,5899,,,51285,,
2554,10672,,,10725,23154,,,5613,26275,5903,,,51294,,
2555,10677,,,10730,23160,,,5618,26276,5906,,,51308,,
2556,10681,,,10732,23161,,,5621,26277,5908,,,51310,,
2557,10683,,,10735,23162,,,5624,26278,5909,,,51317,,
2558,10695,,,10743,23168,,,5625,26353,5913,,,51339,,
2559,10716,,,10746,23185,,,5626,26503,5915,,,51347,,
2560,10725,,,10767,23186,,,5627,26504,5920,,,51365,,
2562,10728,,,10768,23193,,,5631,26525,5922,,,51421,,
2563,10733,,,10769,23196,,,5644,26580,5923,,,51450,,
2564,10736,,,10771,23197,,,5648,27010,5925,,,51474,,
2565,10743,,,10787,23201,,,5649,27019,5926,,,51517,,
2567,10762,,,10808,23208,,,5651,27030,5929,,,51523,,
2568,10763,,,10810,23211,,,5654,27031,5930,,,51555,,
2569,10769,,,10813,23214,,,5657,27032,5932,,,51562,,
2570,10772,,,10818,23219,,,5660,27034,5933,,,51564,,
2571,10782,,,10846,23228,,,5663,27077,5934,,,51651,,
2572,10787,,,10847,23229,,,5664,27086,5937,,,51673,,
2574,10797,,,10856,23235,,,5682,27089,5939,,,51696,,
2580,10818,,,10865,23241,,,5683,27130,5949,,,51701,,
2581,10848,,,10869,23243,,,5684,27185,5966,,,51703,,
2582,10863,,,10890,23248,,,5692,27232,5971,,,51704,,
2583,10875,,,10891,23253,,,5696,27235,5972,,,51706,,
2584,10891,,,10892,23261,,,5698,27247,5973,,,51725,,
2585,10905,,,10900,23269,,,5701,27249,5977,,,51733,,
2587,10908,,,10905,23271,,,5702,27286,5978,,,51759,,
2588,10913,,,10910,23276,,,5709,27329,5979,,,51762,,
2589,10919,,,10914,23291,,,5718,27429,5980,,,51804,,
2590,10920,,,10915,23314,,,5723,28234,5987,,,53335,,
2591,10933,,,10916,23332,,,5727,28514,5988,,,53353,,
2592,10938,,,10921,23335,,,5728,28962,5991,,,53354,,
2593,10939,,,10926,23347,,,5740,28976,5995,,,53822,,
2595,10959,,,10927,23350,,,5741,28982,6000,,,53826,,
2596,10971,,,10943,23352,,,5744,29071,6001,,,53826,,
2597,10972,,,10946,23360,,,5745,29078,6002,,,54106,,
2615,10979,,,10951,23361,,,5746,29123,6004,,,54112,,
2617,10980,,,10963,23367,,,5753,29760,6005,,,54206,,
2618,10987,,,10978,23369,,,5780,29843,6006,,,54207,,
2619,10988,,,10979,23383,,,5781,29851,6014,,,54329,,
2620,10999,,,10982,23385,,,5784,29893,6016,,,54407,,
2621,11005,,,10987,23387,,,5787,29899,6035,,,54437,,
2622,11019,,,10988,23389,,,5788,29914,6037,,,54492,,
2623,11023,,,10992,23390,,,5789,29929,6038,,,54498,,
2624,11047,,,11011,23394,,,5792,29954,6041,,,54504,,
2625,11073,,,11016,23399,,,5793,29958,6046,,,54510,,
2626,11078,,,11021,23403,,,5795,29968,6048,,,54536,,
2627,11101,,,11043,23405,,,5797,29978,6049,,,54538,,
2628,11113,,,11047,23411,,,5799,30008,6051,,,54549,,
2629,11124,,,11051,23413,,,5800,30009,6091,,,54566,,
2631,11127,,,11052,23414,,,5801,30061,6092,,,54567,,
2632,11143,,,11059,23415,,,5805,50484,6095,,,54587,,
2633,11155,,,11060,23416,,,5813,50485,6096,,,54602,,
2634,11167,,,11063,23435,,,5818,50506,6098,,,54665,,
2635,11168,,,11069,23446,,,5824,50511,6117,,,54674,,
2636,11171,,,11073,23451,,,5825,50615,6120,,,54704,,
2637,11218,,,11075,23462,,,5826,50617,6121,,,54756,,
2638,11235,,,11079,23463,,,5828,50674,6122,,,54796,,
2639,11331,,,11083,23468,,,5830,50814,6123,,,54812,,
2641,22807,,,11091,23469,,,5831,50937,6128,,,54854,,
2642,22821,,,11100,23476,,,5832,50939,6134,,,54861,,
2643,22823,,,11113,23480,,,5836,50940,6138,,,54873,,
2644,22853,,,11122,23493,,,5837,50943,6141,,,54894,,
2645,22920,,,11124,23499,,,5859,50945,6150,,,54897,,
2646,22943,,,11127,23509,,,5860,51004,6184,,,54899,,
2647,22976,,,11129,23512,,,5862,51010,6185,,,54900,,
2648,22999,,,11140,23515,,,5872,51057,6187,,,54910,,
2649,23002,,,11141,23522,,,5873,51062,6195,,,54941,,
2650,23013,,,11143,23527,,,5876,51067,6201,,,54947,,
2651,23020,,,11151,23528,,,5879,51079,6203,,,54976,,
2652,23022,,,11152,23529,,,5880,51082,6205,,,55022,,
2653,23025,,,11159,23543,,,5881,51083,6210,,,55040,,
2657,23028,,,11167,23551,,,5885,51091,6224,,,55068,,
2658,23038,,,11168,23560,,,5888,51099,6227,,,55079,,
2660,23047,,,11174,23564,,,5889,51103,6231,,,55084,,
2661,23054,,,11176,23566,,,5890,51114,6239,,,55089,,
2662,23077,,,11177,23592,,,5892,51119,6240,,,55119,,
2664,23085,,,11183,23598,,,5893,51124,6249,,,55124,,
2665,23089,,,11184,23603,,,5894,51128,6258,,,55135,,
2668,23090,,,11198,23608,,,5896,51135,6259,,,55137,,
2669,23095,,,11216,23612,,,5897,51151,6261,,,55139,,
2670,23114,,,11235,23613,,,5898,51168,6263,,,55144,,
2671,23118,,,11254,23633,,,5903,51172,6272,,,55163,,
2672,23129,,,11260,23636,,,5913,51185,6273,,,55182,,
2673,23132,,,11273,23637,,,5915,51196,6280,,,55188,,
2674,23135,,,11275,23641,,,5917,51199,6281,,,55203,,
2675,23154,,,11276,23647,,,5921,51206,6282,,,55205,,
2676,23161,,,11278,23648,,,5922,51293,6283,,,55220,,
2677,23162,,,11313,23704,,,5925,51305,6285,,,55224,,
2678,23169,,,11315,23705,,,5926,51314,6288,,,55236,,
2683,23175,,,11325,23708,,,5927,51343,6291,,,55237,,
2686,23191,,,11338,23710,,,5932,51360,6299,,,55277,,
2687,23203,,,11346,23741,,,5949,51371,6304,,,55286,,
2688,23210,,,22794,23760,,,5950,51422,6307,,,55314,,
2689,23236,,,22806,23767,,,5954,51475,6310,,,55323,,
2690,23244,,,22807,23768,,,5956,51524,6311,,,55326,,
2691,23275,,,22820,23770,,,5959,51594,6314,,,55327,,
2692,23295,,,22823,23787,,,5961,51684,6320,,,55337,,
2693,23300,,,22828,24140,,,5962,51715,6323,,,55361,,
2694,23304,,,22834,24146,,,5965,51733,6326,,,55361,,
2695,23309,,,22839,25802,,,5966,51741,6331,,,55363,,
2696,23314,,,22841,25820,,,5970,51778,6336,,,55366,,
2697,23316,,,22843,25825,,,5971,51807,6343,,,55432,,
2700,23322,,,22848,25830,,,5972,53904,6347,,,55450,,
2701,23334,,,22849,25831,,,5973,54084,6354,,,55503,,
2702,23345,,,22853,25836,,,5977,54101,6355,,,55512,,
2703,23347,,,22856,25852,,,5978,54205,6357,,,55515,,
2705,23352,,,22862,25865,,,5979,54209,6360,,,55534,,
2706,23385,,,22864,25873,,,5980,54332,6361,,,55568,,
2707,23394,,,22866,25904,,,5991,54344,6362,,,55591,,
2709,23396,,,22870,25921,,,5993,54361,6364,,,55607,,
2710,23405,,,22874,25925,,,5994,54414,6366,,,55619,,
2712,23411,,,22877,25937,,,5995,54453,6367,,,55630,,
2717,23414,,,22878,25942,,,5997,54499,6369,,,55636,,
2719,23418,,,22880,25948,,,6000,54507,6370,,,55644,,
2720,23429,,,22884,25957,,,6005,54704,6372,,,55650,,
2729,23435,,,22887,25973,,,6006,54714,6374,,,55652,,
2730,23440,,,22890,25988,,,6007,54716,6376,,,55679,,
2731,23451,,,22893,25999,,,6009,54757,6382,,,55700,,
2733,23463,,,22902,26000,,,6010,54795,6387,,,55701,,
2734,23473,,,22907,26009,,,6011,54805,6392,,,55704,,
2735,23476,,,22911,26011,,,6016,54806,6398,,,55714,,
2736,23481,,,22919,26019,,,6017,54808,6400,,,55729,,
2737,23493,,,22929,26037,,,6041,54820,6402,,,55742,,
2738,23499,,,22931,26038,,,6049,54840,6403,,,55785,,
2739,23509,,,22936,26039,,,6091,54862,6405,,,55790,,
2740,23512,,,22938,26043,,,6092,54880,6421,,,55800,,
2741,23513,,,22941,26045,,,6093,54888,6422,,,55806,,
2742,23515,,,22948,26049,,,6094,54903,6425,,,55809,,
2743,23522,,,22974,26051,,,6095,54928,6428,,,55816,,
2744,23523,,,22976,26057,,,6096,54938,6434,,,55824,,
2745,23557,,,22982,26058,,,6098,54949,6441,,,55843,,
2746,23576,,,22983,26088,,,6100,54968,6444,,,55843,,
2747,23586,,,22985,26097,,,6101,54977,6445,,,55861,,
2752,23592,,,22992,26099,,,6102,54982,6447,,,55872,,
2760,23598,,,22997,26108,,,6103,55005,6453,,,55885,,
2762,23621,,,22998,26115,,,6121,55033,6455,,,55890,,
2764,23635,,,23001,26121,,,6125,55036,6456,,,55917,,
2765,23636,,,23002,26122,,,6128,55084,6457,,,55937,,
2766,23648,,,23005,26130,,,6134,55120,6462,,,55970,,
2767,23654,,,23008,26135,,,6135,55129,6464,,,56034,,
2768,23760,,,23012,26137,,,6137,55131,6469,,,56256,,
2769,23767,,,23013,26145,,,6138,55135,6472,,,56259,,
2770,23768,,,23014,26147,,,6144,55145,6480,,,56261,,
2771,23770,,,23019,26168,,,6150,55149,6482,,,56479,,
2773,23774,,,23020,26190,,,6154,55157,6484,,,56521,,
2774,25776,,,23024,26205,,,6155,55163,6487,,,56603,,
2775,25803,,,23025,26207,,,6165,55212,6492,,,56660,,
2776,25804,,,23026,26234,,,6173,55215,6493,,,56704,,
2778,25828,,,23028,26269,,,6192,55217,6494,,,56751,,
2779,25831,,,23030,26280,,,6197,55343,6495,,,56832,,
2780,25836,,,23031,26281,,,6201,55505,6496,,,56834,,
2781,25842,,,23032,26292,,,6204,55532,6497,,,56853,,
2782,25865,,,23034,26298,,,6218,55572,6498,,,56890,,
2783,25909,,,23036,26468,,,6223,55605,6499,,,56896,,
2784,25913,,,23037,26472,,,6224,55612,6502,,,56911,,
2785,25914,,,23038,26512,,,6228,55624,6506,,,56917,,
2786,25920,,,23039,26520,,,6229,55630,6512,,,56935,,
2787,25928,,,23040,26523,,,6231,55636,6513,,,56936,,
2788,25930,,,23041,26528,,,6232,55640,6514,,,56940,,
2790,25937,,,23043,26529,,,6234,55650,6517,,,56940,,
2791,25942,,,23046,26539,,,6235,55651,6521,,,56944,,
2792,25946,,,23047,26585,,,6247,55670,6523,,,56948,,
2793,25970,,,23049,26716,,,6253,55687,6536,,,56957,,
2794,25976,,,23053,26960,,,6256,55703,6539,,,56963,,
2796,25988,,,23054,26986,,,6261,55717,6540,,,56977,,
2797,26005,,,23057,26999,,,6262,55737,6546,,,56978,,
2798,26011,,,23060,27020,,,6288,55750,6547,,,56990,,
2799,26018,,,23070,27023,,,6295,55755,6549,,,56999,,
2800,26019,,,23071,27043,,,6297,55764,6550,,,57010,,
2801,26035,,,23072,27044,,,6299,55775,6558,,,57060,,
2802,26046,,,23074,27074,,,6301,55800,6560,,,57084,,
2803,26057,,,23077,27095,,,6305,55806,6564,,,57097,,
2804,26058,,,23082,27097,,,6307,55812,6565,,,57106,,
2805,26092,,,23090,27101,,,6309,55835,6568,,,57124,,
2806,26115,,,23091,27112,,,6310,55851,6569,,,57134,,
2810,26121,,,23092,27123,,,6311,55858,6573,,,57158,,
2811,26137,,,23094,27125,,,6314,55869,6575,,,57161,,
2812,26153,,,23095,27129,,,6323,55967,6576,,,57162,,
2813,26154,,,23096,27153,,,6324,55975,6579,,,57167,,
2814,26160,,,23097,27161,,,6326,56052,6580,,,57178,,
2815,26173,,,23105,27198,,,6327,56172,6581,,,57198,,
2817,26227,,,23108,27238,,,6328,56246,6582,,,57216,,
2819,26234,,,23109,27243,,,6329,56262,6583,,,57222,,
2820,26259,,,23112,27245,,,6330,56301,6584,,,57282,,
2821,26271,,,23113,27253,,,6331,56603,6586,,,57326,,
2822,26277,,,23114,27257,,,6332,56606,6597,,,57381,,
2823,26354,,,23118,27289,,,6334,56616,6598,,,57415,,
2824,26468,,,23119,27290,,,6335,56853,6604,,,57419,,
2825,26503,,,23122,27301,,,6336,56916,6605,,,57447,,
2826,26512,,,23125,27302,,,6340,56922,6614,,,57452,,
2827,26524,,,23126,27309,,,6341,56945,6615,,,57453,,
2828,26528,,,23129,27314,,,6342,56975,6621,,,57463,,
2829,26574,,,23130,27316,,,6345,57010,6622,,,57464,,
2830,26585,,,23131,27324,,,6347,57017,6626,,,57467,,
2831,26960,,,23132,27327,,,6352,57038,6633,,,57468,,
2832,26973,,,23133,27328,,,6383,57057,6638,,,57471,,
2833,27005,,,23135,27334,,,6389,57094,6640,,,57475,,
2834,27022,,,23137,27336,,,6390,57096,6641,,,57478,,
2835,27023,,,23140,27338,,,6391,57104,6649,,,57482,,
2837,27031,,,23143,27339,,,6392,57107,6650,,,57504,,
2838,27032,,,23144,27345,,,6399,57142,6653,,,57507,,
2840,27085,,,23149,27347,,,6401,57152,6654,,,57509,,
2841,27086,,,23151,27348,,,6402,57167,6655,,,57512,,
2842,27125,,,23152,27445,,,6403,57192,6660,,,57513,,
2843,27130,,,23154,28514,,,6414,57216,6662,,,57514,,
2844,27148,,,23160,28951,,,6418,57338,6664,,,57519,,
2845,27152,,,23161,28955,,,6419,57379,6667,,,57522,,
2846,27161,,,23162,28964,,,6424,57449,6670,,,57523,,
2847,27164,,,23165,28969,,,6434,57465,6671,,,57528,,
2848,27165,,,23168,28985,,,6439,57477,6676,,,57530,,
2849,27230,,,23174,28996,,,6440,57492,6683,,,57538,,
2850,27295,,,23179,29035,,,6442,57498,6688,,,57549,,
2852,27302,,,23185,29066,,,6443,57502,6689,,,57554,,
2853,27339,,,23186,29068,,,6444,57505,6690,,,57555,,
2854,27342,,,23190,29071,,,6445,57511,6691,,,57556,,
2856,27343,,,23191,29078,,,6447,57514,6692,,,57565,,
2857,27443,,,23192,29107,,,6448,57526,6695,,,57568,,
2859,28514,,,23193,29123,,,6451,57534,6696,,,57571,,
2861,28956,,,23195,29799,,,6452,57539,6708,,,57575,,
2862,28964,,,23196,29801,,,6453,57545,6710,,,57580,,
2863,28982,,,23197,29803,,,6456,57560,6711,,,57584,,
2864,28988,,,23198,29842,,,6468,57572,6716,,,57600,,
2865,29071,,,23200,29882,,,6469,57578,6718,,,57616,,
2866,29072,,,23201,29883,,,6473,57609,6721,,,57620,,
2867,29104,,,23211,29888,,,6476,57611,6726,,,57624,,
2868,29110,,,23214,29890,,,6487,57623,6733,,,57630,,
2869,29123,,,23215,29923,,,6491,57654,6745,,,57633,,
2870,29127,,,23219,29927,,,6492,57697,6747,,,57636,,
2872,29128,,,23228,29934,,,6495,57716,6752,,,57644,,
2873,29775,,,23229,29942,,,6496,57728,6760,,,57673,,
2874,29842,,,23235,29959,,,6497,57798,6764,,,57678,,
2875,29843,,,23236,29965,,,6499,57817,6769,,,57685,,
2876,29880,,,23237,29970,,,6505,59341,6773,,,57688,,
2877,29882,,,23239,29978,,,6506,59344,6775,,,57690,,
2878,29895,,,23241,29979,,,6507,60386,6776,,,57699,,
2879,29947,,,23242,30000,,,6509,60495,6777,,,57715,,
2880,29970,,,23243,30009,,,6513,60529,6778,,,57722,,
2882,29988,,,23244,30011,,,6514,60675,6780,,,57795,,
2885,30008,,,23245,30061,,,6519,60681,6781,,,57822,,
2886,30012,,,23248,30062,,,6521,63894,6786,,,57863,,
2887,30061,,,23250,30811,,,6523,63908,6787,,,58158,,
2888,30062,,,23253,30827,,,6524,63929,6789,,,58190,,
2889,30827,,,23256,30837,,,6526,64072,6793,,,58473,,
2890,30837,,,23258,49854,,,6528,64087,6801,,,58476,,
2891,50487,,,23261,50488,,,6529,64093,6810,,,58499,,
2892,50515,,,23264,50512,,,6530,64094,6817,,,58504,,
2893,50640,,,23269,50614,,,6531,64127,6820,,,58512,,
2894,50674,,,23271,50615,,,6532,64170,6821,,,58524,,
2895,50814,,,23276,50619,,,6535,64218,6822,,,58525,,
2896,50848,,,23277,50717,,,6536,64220,6832,,,58529,,
2897,50937,,,23291,50809,,,6539,64221,6838,,,59277,,
2898,50943,,,23293,50814,,,6540,64240,6840,,,59284,,
2899,50945,,,23301,50838,,,6545,64241,6846,,,59335,,
2900,51001,,,23304,50863,,,6548,64324,6850,,,60468,,
2901,51003,,,23309,50943,,,6550,64327,6854,,,60484,,
2902,51009,,,23312,50944,,,6555,64374,6857,,,60676,,
2904,51053,,,23314,50945,,,6557,64419,6860,,,63827,,
2905,51079,,,23316,51009,,,6558,64421,6870,,,63876,,
2906,51098,,,23317,51026,,,6563,64423,6871,,,63940,,
2907,51099,,,23326,51027,,,6564,64446,6874,,,63946,,
2908,51106,,,23327,51029,,,6566,64581,6876,,,63971,,
2909,51107,,,23332,51043,,,6567,64699,6879,,,63973,,
2911,51119,,,23335,51046,,,6569,64788,6882,,,63974,,
2912,51129,,,23347,51058,,,6571,64802,6885,,,63976,,
2913,51132,,,23348,51059,,,6572,64840,6886,,,64067,,
2914,51144,,,23350,51062,,,6575,65018,6891,,,64091,,
2915,51162,,,23352,51072,,,6576,65055,6899,,,64092,,
2916,51176,,,23358,51077,,,6578,65062,6900,,,64093,,
2917,51187,,,23360,51101,,,6584,65078,6902,,,64101,,
2918,51203,,,23361,51104,,,6588,65109,6904,,,64110,,
2919,51232,,,23365,51123,,,6591,65125,6909,,,64129,,
2920,51244,,,23367,51125,,,6594,65217,6910,,,64167,,
2921,51266,,,23368,51132,,,6595,65266,6911,,,64174,,
2922,51274,,,23369,51138,,,6597,78987,6913,,,64220,,
2923,51295,,,23370,51143,,,6598,78989,6920,,,64221,,
2925,51312,,,23373,51154,,,6603,79001,6923,,,64240,,
2926,51317,,,23381,51164,,,6605,79042,6924,,,64241,,
2928,51339,,,23382,51176,,,6606,79048,6926,,,64283,,
2931,51341,,,23383,51177,,,6607,79068,6927,,,64321,,
2932,51343,,,23384,51187,,,6608,79083,6928,,,64333,,
2934,51366,,,23385,51209,,,6609,79087,6932,,,64359,,
2935,51377,,,23387,51218,,,6611,79092,6934,,,64375,,
2936,51400,,,23389,51232,,,6616,79133,6938,,,64377,,
2937,51412,,,23390,51234,,,6619,79152,6941,,,64388,,
2938,51451,,,23394,51247,,,6620,79158,6942,,,64393,,
2939,51455,,,23399,51248,,,6622,79188,6943,,,64397,,
2940,51478,,,23405,51260,,,6623,79443,6947,,,64399,,
2941,51510,,,23411,51271,,,6624,79581,6954,,,64400,,
2944,51514,,,23413,51274,,,6626,79621,6955,,,64411,,
2946,51535,,,23414,51284,,,6628,79628,6957,,,64427,,
2947,51542,,,23415,51286,,,6634,79641,6975,,,64577,,
2948,51548,,,23416,51299,,,6635,79644,6997,,,64641,,
2949,51564,,,23426,51308,,,6638,79648,6999,,,64693,,
2950,51582,,,23431,51317,,,6640,79659,7003,,,64744,,
2953,51588,,,23435,51320,,,6647,79719,7006,,,64750,,
2954,51592,,,23446,51322,,,6649,79728,7008,,,64753,,
2956,51593,,,23450,51343,,,6651,79738,7010,,,64763,,
2957,51599,,,23451,51347,,,6652,79751,7018,,,64780,,
2958,51626,,,23462,51360,,,6654,79753,7021,,,64783,,
2959,51651,,,23463,51366,,,6655,79755,7023,,,64793,,
2960,51663,,,23469,51368,,,6657,79784,7027,,,64843,,
2961,51684,,,23476,51371,,,6658,79796,7029,,,64919,,
2962,51701,,,23499,51379,,,6660,79803,7031,,,65012,,
2963,51704,,,23500,51400,,,6662,79809,7035,,,65061,,
2965,51715,,,23505,51434,,,6663,79813,7036,,,65244,,
2966,51741,,,23509,51438,,,6664,79831,7037,,,65266,,
2967,51742,,,23511,51441,,,6672,79840,7038,,,65992,,
2968,51750,,,23512,51447,,,6674,79867,7039,,,65997,,
2969,51763,,,23513,51460,,,6678,79868,7040,,,66000,,
2971,53335,,,23515,51466,,,6683,79944,7042,,,79012,,
2972,53353,,,23522,51496,,,6687,79947,7045,,,79058,,
2975,53615,,,23527,51499,,,6688,79955,7046,,,79068,,
2976,53616,,,23528,51523,,,6690,79977,7048,,,79096,,
2977,53820,,,23530,51552,,,6691,80025,7049,,,79109,,
2978,53834,,,23542,51560,,,6697,80067,7052,,,79170,,
2979,53918,,,23543,51561,,,6708,80114,7053,,,79191,,
2980,54101,,,23544,51571,,,6709,80144,7054,,,79192,,
2981,54205,,,23560,51582,,,6710,80169,7056,,,79365,,
2982,54206,,,23592,51585,,,6712,80184,7060,,,79570,,
2983,54345,,,23598,51588,,,6714,80199,7062,,,79586,,
2984,54361,,,23603,51592,,,6716,80207,7066,,,79612,,
2986,54386,,,23608,51608,,,6717,80208,7068,,,79618,,
2987,54475,,,23613,51622,,,6718,80224,7073,,,79633,,
2990,54487,,,23621,51646,,,6725,80254,7074,,,79656,,
2992,54498,,,23623,51663,,,6729,80270,7075,,,79660,,
